Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchases_per_year,loyalty_factor,eltv,discount_premium,satisfaction_index,category_affinity,loyalty_tier,H_score,F_score,M_score,rfm_score,segment
3628,39,Female,Belt,Accessories,54,Delaware,M,Silver,Winter,3.3,0,Next Day Air,0,0,48,Cash,Every 3 Months,4,0.44208394699242487,7.086310685765188,2.3996554557680767,0.4998014047831003,0.9024258760107817,Platinum,5,1,3,9,Organic Loyalist
3629,53,Female,Blouse,Clothing,88,Georgia,L,Purple,Summer,3.8,0,Free Shipping,0,0,35,Credit Card,Monthly,12,0.5030269361364219,27.094860005962435,0.4712640708417055,0.6027592333811306,1.4660477250057546,Gold,4,2,5,11,Champion
3630,52,Female,T-shirt,Clothing,43,Kansas,L,Lavender,Summer,4.5,0,Standard,0,0,44,Debit Card,Fortnightly,26,0.6872666639219928,67.61943201913094,0.4712640708417055,0.7774533327843985,0.7163642292641755,Platinum,5,2,2,9,Organic Loyalist
3631,65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,0,Store Pickup,0,0,29,Cash,Weekly,52,0.9460171125956567,211.72940005863177,2.3996554557680767,0.9652034225191314,1.2199460916442049,Gold,3,3,4,10,Organic Loyalist
3632,48,Female,Hat,Accessories,50,New Jersey,M,Peach,Fall,2.9,0,Store Pickup,0,0,26,Credit Card,Monthly,12,0.4737599137072051,22.352896469655043,2.3996554557680767,0.48890582889528716,0.8355795148247979,Gold,3,2,2,7,Occasional Buyer
3633,27,Female,Sneakers,Footwear,73,Utah,L,Green,Spring,3.2,0,Express,0,0,3,Debit Card,Quarterly,4,0.18718699366495184,3.2226600213405976,-2.7198160345219193,0.43682201411760574,1.2115091569002299,Bronze,1,1,4,6,Occasional Buyer
3634,39,Female,Gloves,Accessories,51,Montana,M,Orange,Spring,2.8,0,Free Shipping,0,0,1,Bank Transfer,Bi-Weekly,26,0.3705165737555528,38.06403340173044,2.3996554557680767,0.5101033147511105,0.8522911051212938,Bronze,1,2,2,5,At-Risk / One-Timer
3635,59,Female,Socks,Clothing,22,Ohio,M,Pink,Winter,3.3,0,Standard,0,0,17,PayPal,Annually,1,0.3055872854577921,0.9581671660143971,0.4712640708417055,0.4609636109377122,0.36651193125143866,Silver,2,1,1,4,At-Risk / One-Timer
3636,52,Female,Sandals,Footwear,32,Colorado,L,Cyan,Fall,3.3,0,Free Shipping,0,0,17,Credit Card,Fortnightly,26,0.5940488239193306,54.00450132256943,-2.7198160345219193,0.6148097647838662,0.5310725071343474,Silver,2,2,1,5,At-Risk / One-Timer
3637,50,Female,Sandals,Footwear,38,California,L,Lavender,Summer,4.2,0,2-Day Shipping,0,0,36,Cash,Weekly,52,0.9673528024834868,184.28574452363554,-2.7198160345219193,0.8974705604966973,0.6306486022220374,Gold,4,3,2,9,Organic Loyalist
3638,32,Female,Boots,Footwear,66,Utah,L,Yellow,Winter,3.6,0,Express,0,0,32,Credit Card,Fortnightly,26,0.6557133899698174,71.68390453228996,-2.7198160345219193,0.6631426779939635,1.0953370459645915,Gold,4,2,3,9,Organic Loyalist
3639,40,Female,Backpack,Accessories,20,Kansas,M,Olive,Spring,4.6,0,Express,0,0,50,PayPal,Bi-Weekly,26,0.7,55.4103083665663,2.3996554557680767,0.7919999999999999,0.33423180592991913,Platinum,5,2,1,8,Organic Loyalist
3640,26,Female,Coat,Outerwear,44,Illinois,M,Brown,Summer,3.6,0,2-Day Shipping,0,0,39,Venmo,Annually,1,0.38682259656333506,1.472503068533205,3.3361111111111157,0.5132106731588209,0.7695961995249406,Platinum,4,1,2,7,Occasional Buyer
3641,47,Female,Sunglasses,Accessories,31,Minnesota,L,Pink,Spring,4.0,0,Next Day Air,0,0,17,PayPal,Monthly,12,0.43251036238086904,17.987600294835577,2.3996554557680767,0.61265591863002,0.5180592991913747,Silver,2,2,1,5,At-Risk / One-Timer
3642,51,Female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,0,Free Shipping,0,0,39,Bank Transfer,Every 3 Months,4,0.42143798117871967,6.454139603174553,3.3361111111111157,0.42367221162035934,0.7870870222414165,Platinum,4,1,2,7,Occasional Buyer
3643,47,Female,Dress,Clothing,71,Arizona,L,Maroon,Summer,4.4,0,Store Pickup,0,0,5,PayPal,Annually,1,0.1938211603759033,0.8289083897280028,0.4712640708417055,0.5706103859213345,1.1828339599478248,Bronze,1,1,4,6,Occasional Buyer
3644,53,Female,Scarf,Accessories,96,Tennessee,XL,Magenta,Fall,3.2,0,Standard,0,0,47,Debit Card,Annually,1,0.40537088164256185,1.8544546226158232,2.3996554557680767,0.4689203301746662,1.604312668463612,Platinum,5,1,5,11,Champion
3645,35,Female,Blouse,Clothing,32,Arkansas,M,Violet,Winter,2.6,0,Next Day Air,0,0,18,Venmo,Weekly,52,0.8995492938099867,163.55460720135946,0.4712640708417055,0.6919098587619974,0.5331082636384562,Silver,2,3,1,6,Occasional Buyer
3646,38,Female,Backpack,Accessories,90,Colorado,L,Silver,Summer,3.4,0,Free Shipping,0,0,31,Credit Card,Every 3 Months,4,0.3987367149316104,7.194581204586215,2.3996554557680767,0.5031319583709375,1.5040431266846361,Gold,4,1,5,10,Organic Loyalist
3647,69,Female,Jewelry,Accessories,68,Nevada,M,Maroon,Spring,5.0,0,2-Day Shipping,0,0,39,Debit Card,Fortnightly,26,0.6752841350248735,74.33984866256392,2.3996554557680767,0.8350568270049746,1.136388140161725,Platinum,4,2,3,9,Organic Loyalist
3648,47,Female,Shorts,Clothing,45,Kansas,M,Gray,Winter,2.9,0,Store Pickup,0,0,12,Bank Transfer,Weekly,52,0.8609423303122734,171.40445118281463,0.4712640708417055,0.7201884660624547,0.7496834957415791,Bronze,2,3,2,7,Occasional Buyer
3649,31,Female,Skirt,Clothing,67,New York,M,White,Winter,5.0,0,Free Shipping,0,0,45,Cash,Bi-Weekly,26,0.68950266406766,75.64340689809656,0.4712640708417055,0.8379005328135319,1.1161954269930177,Platinum,5,2,3,10,Organic Loyalist
3650,68,Female,Skirt,Clothing,57,Minnesota,M,Brown,Fall,4.4,0,Standard,0,0,33,Credit Card,Fortnightly,26,0.658750448673664,69.5452850302937,0.4712640708417055,0.7597500897347328,0.9495990946060002,Gold,4,2,3,9,Organic Loyalist
3651,51,Female,Jeans,Clothing,60,Ohio,M,Silver,Summer,3.5,0,2-Day Shipping,0,0,3,PayPal,Annually,1,0.15257160904956724,0.6272026400567342,0.4712640708417055,0.45436047565606724,0.9995779943221055,Bronze,1,1,3,5,At-Risk / One-Timer
3652,20,Female,Handbag,Accessories,32,Arizona,M,Yellow,Spring,3.8,0,Express,0,0,5,Venmo,Every 3 Months,4,0.2284365449912879,3.1949204275092637,2.3996554557680767,0.517071924382873,0.5347708894878707,Bronze,1,1,1,3,At-Risk / One-Timer
3653,27,Female,Handbag,Accessories,29,Kentucky,S,Magenta,Fall,3.8,0,Store Pickup,0,0,23,Debit Card,Monthly,12,0.4617773848100859,18.84715238552234,2.3996554557680767,0.5945093231158634,0.4846361185983828,Silver,3,2,1,6,Occasional Buyer
3654,67,Female,Coat,Outerwear,20,Minnesota,M,Blue,Spring,3.9,0,Next Day Air,0,0,39,Credit Card,Fortnightly,26,0.6752841350248735,53.45386022396891,3.3361111111111157,0.7030568270049746,0.34981645432951847,Platinum,4,2,1,7,Occasional Buyer
3655,21,Female,Jewelry,Accessories,98,Arkansas,M,Green,Winter,3.3,0,Next Day Air,0,0,10,Credit Card,Annually,1,0.25548572642639006,1.1739875329279603,2.3996554557680767,0.45094329913143183,1.6377358490566039,Bronze,1,1,5,7,Occasional Buyer
3656,20,Female,Sweater,Clothing,27,Wyoming,M,Yellow,Fall,2.9,0,Next Day Air,0,0,4,Credit Card,Bi-Weekly,26,0.46373441375821495,40.176705531263025,0.4712640708417055,0.540746882751643,0.44981009744494743,Bronze,1,2,1,4,At-Risk / One-Timer
3657,35,Female,Jacket,Outerwear,67,North Dakota,XL,Cyan,Spring,3.7,0,2-Day Shipping,0,0,18,Credit Card,Monthly,12,0.43801083227152526,22.178280980643606,3.3361111111111157,0.5777560126081512,1.1718851220038868,Silver,2,2,3,7,Occasional Buyer
3658,58,Female,Shoes,Footwear,82,Alabama,L,Gold,Winter,3.7,0,Express,0,0,1,Debit Card,Every 3 Months,4,0.116670419909399,2.062191956897332,-2.7198160345219193,0.4827186993664952,1.3608732995317652,Bronze,1,1,4,6,Occasional Buyer
3659,28,Female,T-shirt,Clothing,72,Mississippi,M,Magenta,Fall,4.6,0,Standard,0,0,18,PayPal,Fortnightly,26,0.5995492938099868,66.88089012958362,0.4712640708417055,0.7719098587619972,1.1994935931865265,Silver,2,2,4,8,Organic Loyalist
3660,27,Female,Sandals,Footwear,77,Illinois,S,Gray,Fall,4.9,0,Store Pickup,0,0,46,Bank Transfer,Annually,1,0.4032290359795592,1.7567515002296805,-2.7198160345219193,0.6724919610420658,1.2778932202920232,Platinum,5,1,4,10,Organic Loyalist
3661,19,Female,Shoes,Footwear,74,Arkansas,L,Indigo,Winter,3.1,0,2-Day Shipping,0,0,13,Bank Transfer,Fortnightly,26,0.5684816241748422,63.81472903360612,-2.7198160345219193,0.5856963248349685,1.2281051727481782,Bronze,2,2,4,8,Organic Loyalist
3662,63,Female,Sandals,Footwear,39,Kansas,S,White,Winter,3.5,0,Next Day Air,0,0,5,Credit Card,Fortnightly,26,0.48228269883744174,46.256151209217514,-2.7198160345219193,0.6164565397674884,0.6472446180699859,Bronze,1,2,2,5,At-Risk / One-Timer
3663,69,Female,Shorts,Clothing,80,Rhode Island,M,Indigo,Spring,4.9,0,Next Day Air,0,0,11,Debit Card,Weekly,52,0.8527992725929945,194.8743182126809,0.4712640708417055,0.9585598545185989,1.3327706590961406,Bronze,2,3,4,9,Organic Loyalist
3664,65,Female,Backpack,Accessories,59,Florida,M,Green,Summer,4.4,0,Express,0,0,49,Credit Card,Weekly,52,0.9979854012719828,212.47699724549915,2.3996554557680767,0.9275970802543966,0.9859838274932615,Platinum,5,3,3,11,Champion
3665,63,Female,Jacket,Outerwear,68,Missouri,M,Turquoise,Fall,4.4,0,Store Pickup,0,0,1,Debit Card,Fortnightly,26,0.3705165737555528,40.78897250998639,3.3361111111111157,0.7021033147511105,1.1893759447203627,Bronze,1,2,3,6,Occasional Buyer
3666,28,Female,Socks,Clothing,77,North Carolina,M,Peach,Fall,3.4,0,Next Day Air,0,0,11,Credit Card,Quarterly,4,0.2989531187468407,5.209806764842971,0.4712640708417055,0.4831752391339835,1.2827917593800353,Bronze,2,1,4,7,Occasional Buyer
3667,67,Female,Jewelry,Accessories,50,Alabama,M,Olive,Winter,3.0,0,2-Day Shipping,0,0,47,Cash,Every 3 Months,4,0.43998626625794646,6.919797118878656,2.3996554557680767,0.4633818686362047,0.8355795148247979,Platinum,5,1,2,8,Organic Loyalist
3668,51,Female,Pants,Clothing,45,Washington,L,Cyan,Fall,2.6,0,Next Day Air,0,0,20,Venmo,Monthly,12,0.4481927139627167,20.591630139389437,0.4712640708417055,0.4477923889463895,0.7496834957415791,Silver,2,2,2,6,Occasional Buyer
3669,59,Female,Blouse,Clothing,71,Michigan,XL,Magenta,Summer,3.2,0,Store Pickup,0,0,18,Venmo,Annually,1,0.31108775534844835,1.3304184633394647,0.4712640708417055,0.4500637049158435,1.1828339599478248,Silver,2,1,4,7,Occasional Buyer
3670,25,Female,Socks,Clothing,52,Washington,S,Silver,Fall,4.6,0,Store Pickup,0,0,43,PayPal,Quarterly,4,0.43113425855288035,6.846915441551163,0.4712640708417055,0.6536114670951915,0.8663009284124914,Platinum,5,1,3,9,Organic Loyalist
3671,31,Female,Shoes,Footwear,50,Vermont,S,White,Winter,3.8,0,Free Shipping,0,0,4,PayPal,Every 3 Months,4,0.20988825991206111,3.3009761613205897,-2.7198160345219193,0.5133622673670276,0.8298007923974178,Bronze,1,1,2,4,At-Risk / One-Timer
3672,62,Female,Handbag,Accessories,66,Illinois,L,Pink,Summer,4.8,0,2-Day Shipping,0,0,20,Venmo,Quarterly,4,0.3558850216550244,5.9855484956187,2.3996554557680767,0.6625616197156203,1.1029649595687332,Silver,2,1,3,6,Occasional Buyer
3673,51,Female,Sandals,Footwear,81,New York,S,Pink,Fall,4.5,0,Free Shipping,0,0,7,PayPal,Monthly,12,0.350011259728197,18.508816260041442,-2.7198160345219193,0.6561560980994856,1.3442772836838168,Bronze,1,2,4,7,Occasional Buyer
3674,32,Female,Socks,Clothing,28,Rhode Island,M,Pink,Summer,4.2,0,2-Day Shipping,0,0,31,Bank Transfer,Fortnightly,26,0.6525828687777642,57.13342889165537,0.4712640708417055,0.7345165737555528,0.4664697306836492,Gold,4,2,1,7,Occasional Buyer
3675,35,Female,Handbag,Accessories,65,Washington,M,Blue,Winter,2.7,0,2-Day Shipping,0,0,41,Venmo,Fortnightly,26,0.6802477492567311,74.10008341908292,2.3996554557680767,0.5600495498513463,1.0862533692722371,Platinum,5,2,3,10,Organic Loyalist
3676,70,Female,Hat,Accessories,80,Virginia,M,White,Winter,4.5,0,Express,0,0,3,Bank Transfer,Monthly,12,0.27949468597264415,14.738702238095097,2.3996554557680767,0.6420527833483751,1.3369272237196765,Bronze,1,2,4,7,Occasional Buyer
3677,19,Female,Jewelry,Accessories,94,Wisconsin,S,Teal,Spring,4.9,0,Free Shipping,0,0,16,PayPal,Monthly,12,0.4266954133796496,23.317420592898316,2.3996554557680767,0.7194929288297762,1.57088948787062,Silver,2,2,5,9,Organic Loyalist
3678,32,Female,Backpack,Accessories,30,Michigan,M,Gray,Fall,2.8,0,Standard,0,0,43,Cash,Annually,1,0.39651887393749574,1.361640739438219,2.3996554557680767,0.41914992863365297,0.5013477088948787,Platinum,5,1,1,7,Occasional Buyer
3679,56,Female,Shirt,Clothing,45,Texas,S,Beige,Fall,3.5,0,Standard,0,0,29,Bank Transfer,Fortnightly,26,0.6460171125956566,64.30756436322629,0.4712640708417055,0.6492034225191313,0.7496834957415791,Gold,3,2,2,7,Occasional Buyer
3680,53,Female,Coat,Outerwear,91,Idaho,M,Violet,Summer,2.5,0,Store Pickup,0,0,5,Cash,Bi-Weekly,26,0.48228269883744174,56.700290361299686,3.3361111111111157,0.4964565397674884,1.591664867199309,Bronze,1,2,5,8,Organic Loyalist
3681,22,Female,Sunglasses,Accessories,36,Iowa,S,Blue,Winter,2.9,0,Standard,0,0,30,Debit Card,Quarterly,4,0.39550679567473,5.712570292297608,2.3996554557680767,0.4424859745195614,0.6016172506738545,Gold,3,1,2,6,Occasional Buyer
3682,26,Female,Gloves,Accessories,73,Connecticut,XL,Magenta,Fall,4.2,0,Next Day Air,0,0,33,Debit Card,Monthly,12,0.4972119871352025,25.680393093015674,2.3996554557680767,0.6495962435808867,1.2199460916442049,Gold,4,2,4,10,Organic Loyalist
3683,42,Female,Shirt,Clothing,60,Wyoming,M,Maroon,Fall,4.6,0,Store Pickup,0,0,46,Venmo,Bi-Weekly,26,0.6916905744410977,73.92977031868826,0.4712640708417055,0.7903381148882195,0.9995779943221055,Platinum,5,2,3,10,Organic Loyalist
3684,30,Female,Socks,Clothing,77,Mississippi,M,Purple,Winter,3.0,0,Free Shipping,0,0,17,Venmo,Fortnightly,26,0.5940488239193306,67.29054162100188,0.4712640708417055,0.5788097647838661,1.2827917593800353,Silver,2,2,4,8,Organic Loyalist
3685,29,Female,Skirt,Clothing,86,Pennsylvania,L,Charcoal,Spring,4.4,0,Free Shipping,0,0,47,Credit Card,Bi-Weekly,26,0.6938324201041003,80.56338778614514,0.4712640708417055,0.76676648402082,1.432728458528351,Platinum,5,2,5,12,Champion
3686,47,Female,Shorts,Clothing,42,Tennessee,L,Red,Summer,2.6,0,Standard,0,0,17,Cash,Bi-Weekly,26,0.5940488239193306,58.092749136578284,0.4712640708417055,0.5308097647838661,0.6997045960254739,Silver,2,2,2,6,Occasional Buyer
3687,59,Female,Sandals,Footwear,70,Louisiana,M,Charcoal,Spring,4.8,0,Free Shipping,0,0,17,Cash,Bi-Weekly,26,0.5940488239193306,65.83823916022574,-2.7198160345219193,0.7948097647838661,1.1617211093563848,Silver,2,2,4,8,Organic Loyalist
3688,34,Female,Shirt,Clothing,44,Arkansas,L,Lavender,Summer,2.9,0,Next Day Air,0,0,28,Bank Transfer,Every 3 Months,4,0.38872202129983363,5.918934149719104,0.4712640708417055,0.44112901964458207,0.7330238625028773,Gold,3,1,2,6,Occasional Buyer
3689,52,Female,Sunglasses,Accessories,91,West Virginia,L,White,Spring,3.0,0,Next Day Air,0,0,8,Cash,Monthly,12,0.3619937886253162,19.642312540423916,2.3996554557680767,0.4785526038789094,1.5207547169811322,Bronze,1,2,5,8,Organic Loyalist
3690,47,Female,Jewelry,Accessories,30,South Carolina,L,Red,Fall,4.5,0,Standard,0,0,8,Bank Transfer,Quarterly,4,0.2696860963176239,3.704394415929077,2.3996554557680767,0.6093218346481402,0.5013477088948787,Bronze,1,1,1,3,At-Risk / One-Timer
3691,24,Female,Blouse,Clothing,23,Kansas,S,Violet,Fall,3.7,0,Store Pickup,0,0,4,Bank Transfer,Bi-Weekly,26,0.46373441375821495,38.31809617761981,0.4712640708417055,0.636746882751643,0.38317156449014045,Bronze,1,2,1,4,At-Risk / One-Timer
3692,63,Female,Sandals,Footwear,21,Michigan,XL,Orange,Summer,4.8,0,Next Day Air,0,0,24,PayPal,Weekly,52,0.9274688275164299,149.0759670410268,-2.7198160345219193,0.961493765503286,0.34851633280691546,Silver,3,3,1,7,Occasional Buyer
3693,59,Female,Coat,Outerwear,34,Alabama,L,Turquoise,Spring,4.8,0,Free Shipping,0,0,29,Cash,Fortnightly,26,0.6460171125956566,59.71720791285485,3.3361111111111157,0.8052034225191312,0.5946879723601813,Gold,3,2,1,6,Occasional Buyer
3694,66,Female,Blouse,Clothing,46,South Dakota,M,Violet,Summer,4.7,0,2-Day Shipping,0,0,10,Venmo,Weekly,52,0.8439472648879285,168.9647199696571,0.4712640708417055,0.9327894529775858,0.7663431289802809,Bronze,1,3,2,6,Occasional Buyer
3695,45,Female,Sweater,Clothing,41,Rhode Island,M,Blue,Winter,2.6,0,Express,0,0,11,PayPal,Bi-Weekly,26,0.5527992725929946,53.72070720067953,0.4712640708417055,0.522559854518599,0.6830449627867721,Bronze,2,2,2,6,Occasional Buyer
3696,38,Female,Skirt,Clothing,33,Florida,M,White,Fall,4.6,0,Standard,0,0,18,Bank Transfer,Fortnightly,26,0.5995492938099868,54.96990101857889,0.4712640708417055,0.7719098587619972,0.549767896877158,Silver,2,2,1,5,At-Risk / One-Timer
3697,63,Female,Blouse,Clothing,48,Connecticut,L,Turquoise,Fall,3.4,0,Next Day Air,0,0,26,Bank Transfer,Annually,1,0.3468368367841282,1.3498266415289524,0.4712640708417055,0.48121352120297944,0.7996623954576844,Gold,3,1,2,6,Occasional Buyer
3698,55,Female,Hoodie,Clothing,66,Pennsylvania,L,Pink,Winter,3.0,0,Standard,0,0,39,Cash,Weekly,52,0.9752841350248735,213.24004022610578,0.4712640708417055,0.7550568270049748,1.099535793754316,Platinum,4,3,3,10,Organic Loyalist
3699,25,Female,Skirt,Clothing,54,California,XL,Maroon,Spring,4.0,0,2-Day Shipping,0,0,4,Venmo,Annually,1,0.1752728752966765,0.7023768096474844,0.4712640708417055,0.5189007289054891,0.8996201948898949,Bronze,1,1,3,5,At-Risk / One-Timer
3700,51,Female,Backpack,Accessories,55,Oklahoma,M,Olive,Fall,2.6,0,Store Pickup,0,0,24,Bank Transfer,Weekly,52,0.9274688275164299,194.1361870732652,2.3996554557680767,0.697493765503286,0.9191374663072777,Silver,3,3,3,9,Organic Loyalist
3701,28,Female,Handbag,Accessories,84,North Dakota,XL,Charcoal,Summer,3.4,0,Store Pickup,0,0,2,Bank Transfer,Every 3 Months,4,0.15791997123573503,2.8063334345414117,2.3996554557680767,0.4549686096317624,1.4037735849056605,Bronze,1,1,4,6,Occasional Buyer
3702,46,Female,Sandals,Footwear,66,New Mexico,M,Charcoal,Spring,4.5,0,Store Pickup,0,0,36,Cash,Annually,1,0.3788912640219484,1.5931213013848002,-2.7198160345219193,0.6196244066505435,1.0953370459645915,Gold,4,1,3,8,Organic Loyalist
3703,58,Female,Shoes,Footwear,65,South Carolina,M,Indigo,Spring,2.7,0,Store Pickup,0,0,36,Venmo,Weekly,52,0.9673528024834868,210.7494613191496,-2.7198160345219193,0.7174705604966973,1.0787410301166431,Gold,4,3,3,10,Organic Loyalist
3704,30,Female,Sandals,Footwear,83,Michigan,S,Teal,Fall,2.9,0,Standard,0,0,23,PayPal,Every 3 Months,4,0.3694696925023936,6.548210080812315,-2.7198160345219193,0.43727855388509407,1.3774693153797135,Silver,3,1,4,8,Organic Loyalist
3705,68,Female,Sunglasses,Accessories,61,Missouri,L,Black,Winter,4.0,0,Store Pickup,0,0,36,Credit Card,Quarterly,4,0.413506648637333,6.826390032143585,2.3996554557680767,0.578085945112082,1.0194070080862534,Gold,4,1,3,8,Organic Loyalist
3706,28,Female,Skirt,Clothing,65,Colorado,L,Teal,Summer,3.2,0,Free Shipping,0,0,2,Debit Card,Annually,1,0.12330458662035042,0.5166036460475593,0.4712640708417055,0.41250707117022395,1.0828761605156143,Bronze,1,1,3,5,At-Risk / One-Timer
3707,26,Female,Sandals,Footwear,55,Kansas,M,Green,Spring,4.0,0,Store Pickup,0,0,17,Cash,Bi-Weekly,26,0.5940488239193306,62.172641381315515,-2.7198160345219193,0.698809764783866,0.9127808716371595,Silver,2,2,3,7,Occasional Buyer
3708,35,Female,Gloves,Accessories,79,Illinois,M,Gold,Fall,3.4,0,2-Day Shipping,0,0,19,Venmo,Weekly,52,0.9047675612693207,206.16520868689696,2.3996554557680767,0.7889535122538641,1.3202156334231807,Silver,2,3,4,9,Organic Loyalist
3709,40,Female,Hoodie,Clothing,96,South Carolina,M,Red,Fall,4.9,0,Express,0,0,41,PayPal,Monthly,12,0.5187092877182695,28.47534087811725,0.4712640708417055,0.7378957036975002,1.5993247909153687,Platinum,5,2,5,12,Champion
3710,31,Female,Socks,Clothing,43,Utah,M,Silver,Fall,3.6,0,Free Shipping,0,0,27,PayPal,Quarterly,4,0.3851520440842412,5.8299534908240584,0.4712640708417055,0.5244150242014636,0.7163642292641755,Gold,3,1,2,6,Occasional Buyer
3711,60,Female,Jewelry,Accessories,40,Hawaii,M,Yellow,Summer,3.6,0,2-Day Shipping,0,0,32,Bank Transfer,Fortnightly,26,0.6557133899698174,63.311012147653464,2.3996554557680767,0.6631426779939635,0.6684636118598383,Gold,4,2,2,8,Organic Loyalist
3712,69,Female,Hat,Accessories,62,Texas,XL,Peach,Fall,3.2,0,Free Shipping,0,0,33,Cash,Annually,1,0.37028891021212557,1.5341568426975336,2.3996554557680767,0.461903935888579,1.0361185983827494,Gold,4,1,3,8,Organic Loyalist
3713,51,Female,Blouse,Clothing,72,Oregon,M,Turquoise,Spring,3.7,0,2-Day Shipping,0,0,24,PayPal,Quarterly,4,0.3736226736702761,6.412051710702961,0.4712640708417055,0.5341091501186706,1.1994935931865265,Silver,3,1,4,8,Organic Loyalist
3714,49,Female,Shoes,Footwear,87,Arizona,M,Peach,Spring,2.6,0,Express,0,0,31,Debit Card,Every 3 Months,4,0.3987367149316104,7.141114292189605,-2.7198160345219193,0.40713195837093746,1.4438533787715069,Gold,4,1,5,10,Organic Loyalist
3715,18,Female,Hat,Accessories,31,New York,S,Peach,Winter,3.9,0,Express,0,0,35,Credit Card,Weekly,52,0.9645653976748835,173.83230432464725,2.3996554557680767,0.8609130795349766,0.5180592991913747,Gold,4,3,1,8,Organic Loyalist
3716,63,Female,Sunglasses,Accessories,34,Nebraska,S,Orange,Fall,3.4,0,Free Shipping,0,0,2,Bank Transfer,Monthly,12,0.25022766354342735,10.675757262121795,2.3996554557680767,0.5041993788625316,0.5681940700808625,Bronze,1,2,1,4,At-Risk / One-Timer
3717,57,Female,Shirt,Clothing,53,Vermont,M,Charcoal,Fall,3.4,0,Next Day Air,0,0,42,Debit Card,Every 3 Months,4,0.4287954449459535,6.841832756515353,0.4712640708417055,0.5091437043738061,0.8829605616511932,Platinum,5,1,3,9,Organic Loyalist
3718,45,Female,T-shirt,Clothing,85,Maryland,XL,White,Summer,4.2,0,Express,0,0,47,Bank Transfer,Every 3 Months,4,0.43998626625794646,7.839406541979038,0.4712640708417055,0.6073818686362047,1.4160688252896494,Platinum,5,1,5,11,Champion
3719,36,Female,Pants,Clothing,50,Tennessee,L,Turquoise,Fall,2.9,0,Standard,0,0,44,Bank Transfer,Bi-Weekly,26,0.6872666639219928,70.25752982886107,0.4712640708417055,0.5854533327843985,0.8329816619350878,Platinum,5,2,2,9,Organic Loyalist
3720,20,Female,Pants,Clothing,91,Pennsylvania,M,Red,Summer,4.1,0,Free Shipping,0,0,8,Bank Transfer,Every 3 Months,4,0.2696860963176239,4.8778540388719165,0.4712640708417055,0.5613218346481401,1.51602662472186,Bronze,1,1,5,7,Occasional Buyer
3721,21,Female,Hat,Accessories,56,South Carolina,M,Peach,Fall,3.6,0,Free Shipping,0,0,13,Credit Card,Quarterly,4,0.3146354703286883,5.088349348872494,2.3996554557680767,0.5103117094503531,0.9358490566037736,Bronze,2,1,3,6,Occasional Buyer
3722,62,Female,Coat,Outerwear,60,Connecticut,L,Pink,Fall,4.0,0,Next Day Air,0,0,10,Cash,Annually,1,0.25548572642639006,1.0502695954355796,3.3361111111111157,0.5349432991314318,1.0494493629885553,Bronze,1,1,3,5,At-Risk / One-Timer
3723,23,Female,Jacket,Outerwear,34,Kentucky,XL,Yellow,Fall,4.0,0,Standard,0,0,1,Credit Card,Fortnightly,26,0.3705165737555528,34.250199938539104,3.3361111111111157,0.6541033147511105,0.5946879723601813,Bronze,1,2,1,4,At-Risk / One-Timer
3724,26,Female,Sandals,Footwear,30,Rhode Island,M,Beige,Spring,3.6,0,Free Shipping,0,0,1,Debit Card,Monthly,12,0.2089781122170913,8.611537960451432,-2.7198160345219193,0.5199494685972644,0.49788047543845065,Bronze,1,2,1,4,At-Risk / One-Timer
3725,30,Female,Gloves,Accessories,71,Colorado,L,Green,Winter,3.1,0,Express,0,0,18,Bank Transfer,Annually,1,0.31108775534844835,1.3304184633394647,2.3996554557680767,0.4380637049158435,1.186522911051213,Silver,2,1,4,7,Occasional Buyer
3726,18,Female,Dress,Clothing,100,Oklahoma,S,Turquoise,Winter,4.4,0,Next Day Air,0,0,2,PayPal,Annually,1,0.12330458662035042,0.5690655275322095,0.4712640708417055,0.5565070711702239,1.6659633238701756,Bronze,1,1,5,7,Occasional Buyer
3727,47,Female,Belt,Accessories,85,Idaho,XL,Orange,Fall,4.3,0,Next Day Air,0,0,36,Debit Card,Every 3 Months,4,0.413506648637333,7.367608889362213,2.3996554557680767,0.6140859451120819,1.4204851752021563,Gold,4,1,5,10,Organic Loyalist
3728,41,Female,Socks,Clothing,83,Maine,M,Gold,Summer,3.5,0,Next Day Air,0,0,17,Debit Card,Bi-Weekly,26,0.5940488239193306,68.43515921722697,0.4712640708417055,0.6388097647838662,1.3827495588122458,Silver,2,2,4,8,Organic Loyalist
3729,62,Female,Jacket,Outerwear,31,Vermont,L,Red,Winter,3.0,0,Standard,0,0,1,Debit Card,Annually,1,0.08205503529401438,0.2843810818239644,3.3361111111111157,0.3802571609049567,0.5422155042107536,Bronze,1,1,1,3,At-Risk / One-Timer
3730,28,Female,Boots,Footwear,82,Rhode Island,M,Teal,Spring,4.7,0,2-Day Shipping,0,0,50,Cash,Quarterly,4,0.4461538461538462,7.885930930837007,-2.7198160345219193,0.6686153846153846,1.3608732995317652,Platinum,5,1,4,10,Organic Loyalist
